file,line,kind,literal,context
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,91,relpath_local,analysis_tools/,"### Training (edited, `analysis_tools/`)"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,92,bare_filename,stage1_pretrain_jscc_reconstruction_sttopk.py,- `stage1_pretrain_jscc_reconstruction_sttopk.py`: warm-start default →
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,93,bare_filename,net_epoch50.pth,"where2comm `net_epoch50.pth` (the old warm-start ckpt was broken, AP 0.14);"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,94,relpath_other,Ψs/Ψd,trains only `semantic_codec` (Ψs/Ψd) on `L_rec`; default 3000 steps.
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,95,bare_filename,stage2_whole_network_map_jscc.py,- `stage2_whole_network_map_jscc.py`: whole-network joint training
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,100,relpath_local,analysis_tools/,"### Evaluation / sweeps / baseline (new, `analysis_tools/`)"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,101,bare_filename,build_ldpc_qam_bler_table.py,- `build_ldpc_qam_bler_table.py`: sweeps the in-repo physical LDPC+QAM simulator
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,102,bare_filename,ldpc_qam_physical_sanity_n1000_ebn0.py,"(`ldpc_qam_physical_sanity_n1000_ebn0.py`, rate-1/2 LDPC N=1000, min-sum) to"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,102,relpath_other,rate-1/2,"(`ldpc_qam_physical_sanity_n1000_ebn0.py`, rate-1/2 LDPC N=1000, min-sum) to"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,103,bare_filename,ldpc_qam_bler_table.csv,"produce `ldpc_qam_bler_table.csv`. Calibrated waterfalls: **16QAM ~10 dB,"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,105,bare_filename,run_jscc_eval.py,"- `run_jscc_eval.py`: general driver — sets JSCC `channel_type`+`snr_db`, copies"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,106,bare_filename,inference_subset.py,"the trained ckpt, runs `inference_subset.py` on a fixed 1000-frame subset,"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,108,relpath_other,AWGN/Rayleigh/OFDM,the AWGN/Rayleigh/OFDM JSCC sweeps.
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,109,bare_filename,run_separate_coding_sweep.py,- `run_separate_coding_sweep.py`: separate-coding baseline driver — injects the
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,114,relpath_local,analysis_tools/,"### Figures (new, `analysis_tools/`)"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,115,bare_filename,make_fig1_framework.py,- `make_fig1_framework.py`: matplotlib schematic of the pipeline (paper Fig. 1).
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,116,bare_filename,plot_paper_figures.py,- `plot_paper_figures.py`: per-channel 1×2 panel (AP@0.5 | AP@0.7) overlaying
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,117,relpath_other,2/3/4,JSCC / LDPC+16QAM / LDPC+256QAM / upper-bound line (paper Fig. 2/3/4).
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,128,relpath_other,5/6,| SNR dB | 0 | 5/6 | 10/12 | 15 | 20 |
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,128,relpath_other,10/12,| SNR dB | 0 | 5/6 | 10/12 | 15 | 20 |
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,148,relpath_other,backbone/checkpoint,paper's ~0.80) because the perception backbone/checkpoint differs; the *relative
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,151,relpath_other,experiment_logs/importance_map_jscc/paper_range_figures/,Figures: `experiment_logs/importance_map_jscc/paper_range_figures/`
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,152,bare_filename,fig1_framework.png,"fig1_framework.png, fig_awgn_jscc_vs_separate.png,"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,152,bare_filename,fig_awgn_jscc_vs_separate.png,"fig1_framework.png, fig_awgn_jscc_vs_separate.png,"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,153,bare_filename,fig_rayleigh_jscc_vs_separate.png,"fig_rayleigh_jscc_vs_separate.png, fig_ofdm_jscc_vs_separate.png"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,153,bare_filename,fig_ofdm_jscc_vs_separate.png,"fig_rayleigh_jscc_vs_separate.png, fig_ofdm_jscc_vs_separate.png"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,154,relpath_other,jscc_eval/,CSVs: `.../jscc_eval/*_summary.csv`. (Old May artifacts archived under
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,154,bare_filename,_summary.csv,CSVs: `.../jscc_eval/*_summary.csv`. (Old May artifacts archived under
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,155,relpath_other,paper_range_figures/_archive_may2026_oldrun/,paper_range_figures/_archive_may2026_oldrun/.)
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,157,relpath_other,jscc_eval/,"### Final paper-faithful run (equal channel uses) — AP@0.5, source jscc_eval/*_summary.csv"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,157,bare_filename,_summary.csv,"### Final paper-faithful run (equal channel uses) — AP@0.5, source jscc_eval/*_summary.csv"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,162,relpath_other,1/4,"obey the paper's equal-bandwidth rule (16QAM keeps 1/4, 256QAM keeps 1/2 of the"
paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,162,relpath_other,1/2,"obey the paper's equal-bandwidth rule (16QAM keeps 1/4, 256QAM keeps 1/2 of the"
paper1/analysis_tools/build_bler_sionna.py,2,relpath_other,1/40,"# min-sum table: its 0.025 floor = 1/40 sampling limit, and its codeword-level BLER was"
paper1/analysis_tools/build_bler_sionna.py,5,relpath_other,Rate-1/2,"Rate-1/2 5G-LDPC (k=500, n=1000) + 16/256-QAM over AWGN and Rayleigh block-fading,"
paper1/analysis_tools/build_bler_sionna.py,5,relpath_other,16/256-QAM,"Rate-1/2 5G-LDPC (k=500, n=1000) + 16/256-QAM over AWGN and Rayleigh block-fading,"
paper1/analysis_tools/build_bler_sionna.py,8,relpath_other,Es/N0,"X-AXIS = Es/N0 (dB), received symbol SNR -- the quantity a receiver / the selector's"
paper1/analysis_tools/build_bler_sionna.py,10,relpath_other,Eb/N0,"Eb/N0 used by the OLD table:  Eb/N0 = Es/N0 - 10*log10(coderate * bits_per_symbol),"
paper1/analysis_tools/build_bler_sionna.py,10,relpath_other,Eb/N0,"Eb/N0 used by the OLD table:  Eb/N0 = Es/N0 - 10*log10(coderate * bits_per_symbol),"
paper1/analysis_tools/build_bler_sionna.py,10,relpath_other,Es/N0,"Eb/N0 used by the OLD table:  Eb/N0 = Es/N0 - 10*log10(coderate * bits_per_symbol),"
paper1/analysis_tools/build_bler_sionna.py,11,relpath_other,rate-1/2,i.e. for rate-1/2:  16-QAM  Eb/N0 = Es/N0 - 3.01 dB ;  256-QAM  Eb/N0 = Es/N0 - 6.02 dB.
paper1/analysis_tools/build_bler_sionna.py,11,relpath_other,Eb/N0,i.e. for rate-1/2:  16-QAM  Eb/N0 = Es/N0 - 3.01 dB ;  256-QAM  Eb/N0 = Es/N0 - 6.02 dB.
paper1/analysis_tools/build_bler_sionna.py,11,relpath_other,Es/N0,i.e. for rate-1/2:  16-QAM  Eb/N0 = Es/N0 - 3.01 dB ;  256-QAM  Eb/N0 = Es/N0 - 6.02 dB.
paper1/analysis_tools/build_bler_sionna.py,11,relpath_other,Eb/N0,i.e. for rate-1/2:  16-QAM  Eb/N0 = Es/N0 - 3.01 dB ;  256-QAM  Eb/N0 = Es/N0 - 6.02 dB.
paper1/analysis_tools/build_bler_sionna.py,11,relpath_other,Es/N0,i.e. for rate-1/2:  16-QAM  Eb/N0 = Es/N0 - 3.01 dB ;  256-QAM  Eb/N0 = Es/N0 - 6.02 dB.
paper1/analysis_tools/build_bler_sionna.py,20,relpath_other,1/N,>= MAX_CW codewords (whichever first) -> no 1/N quantisation floor. Deep-tail points that
paper1/analysis_tools/build_bler_sionna.py,21,relpath_other,1/MAX_CW,hit MAX_CW with 0 errors report bler_cw as an upper bound (< 1/MAX_CW).
paper1/analysis_tools/build_bler_sionna.py,27,relpath_other,1/,"|h|^2 ~ Exp(1), effective noise scaled by 1/|h|^2 (per-block effective Es/N0 = |h|^2 * mean)."
paper1/analysis_tools/build_bler_sionna.py,27,relpath_other,Es/N0,"|h|^2 ~ Exp(1), effective noise scaled by 1/|h|^2 (per-block effective Es/N0 = |h|^2 * mean)."
paper1/analysis_tools/build_bler_sionna.py,47,relpath_local,results/bler_sionna,"OUT = os.path.join(P1, ""results/bler_sionna"")"
paper1/analysis_tools/build_bler_sionna.py,56,relpath_other,Es/N0,"""""""Adaptive-MC codeword BLER at Es/N0 (dB) over AWGN / Rayleigh / Rician block-fading. bps=bits/symbol."
paper1/analysis_tools/build_bler_sionna.py,56,relpath_other,bits/symbol,"""""""Adaptive-MC codeword BLER at Es/N0 (dB) over AWGN / Rayleigh / Rician block-fading. bps=bits/symbol."
paper1/analysis_tools/build_bler_sionna.py,63,relpath_other,n/m,"b = src([BATCH, K]); c = enc(b); x = mp(c)                      # [B, n/m] symbols"
paper1/analysis_tools/build_bler_sionna.py,84,relpath_other,bits/symbol,"bps = int(round(math.log2(m)))            # 16-QAM -> 4 bits/symbol, 256-QAM -> 8"
paper1/analysis_tools/build_bler_sionna.py,96,relpath_other,Es/N0,"print(f""  {m:3d}QAM {channel:8s}{ktag:>6s} Es/N0={esno:5.1f} Eb/N0={ebno:5.1f} """
paper1/analysis_tools/build_bler_sionna.py,96,relpath_other,Eb/N0,"print(f""  {m:3d}QAM {channel:8s}{ktag:>6s} Es/N0={esno:5.1f} Eb/N0={ebno:5.1f} """
paper1/analysis_tools/build_bler_sionna.py,112,bare_filename,bler_sionna_rician.csv,# Rician mode (P3 item 5): comma-separated K factors. Writes a SEPARATE bler_sionna_rician.csv and
paper1/analysis_tools/build_bler_sionna.py,113,relpath_other,awgn/rayleigh,# does NOT touch the frozen awgn/rayleigh bler_sionna.csv. Wider coarse grid (fading cliffs sit high).
paper1/analysis_tools/build_bler_sionna.py,113,bare_filename,bler_sionna.csv,# does NOT touch the frozen awgn/rayleigh bler_sionna.csv. Wider coarse grid (fading cliffs sit high).
paper1/analysis_tools/build_bler_sionna.py,130,bare_filename,bler_sionna_rician.csv,"pd.DataFrame(allrows).to_csv(os.path.join(OUT, ""bler_sionna_rician.csv""), index=False)"
paper1/analysis_tools/build_bler_sionna.py,132,bare_filename,bler_sionna_rician.csv,"print(""\n[DONE rician] ->"", os.path.join(OUT, ""bler_sionna_rician.csv""))"
paper1/analysis_tools/build_bler_sionna.py,143,bare_filename,bler_sionna.csv,"pd.DataFrame(allrows).to_csv(os.path.join(OUT, ""bler_sionna.csv""), index=False)"
paper1/analysis_tools/build_bler_sionna.py,145,bare_filename,bler_sionna.csv,"print(""\n[DONE] ->"", os.path.join(OUT, ""bler_sionna.csv""))"
paper1/analysis_tools/build_bler_sionna.py,46,path_anchor,os.path.dirname,HERE = os.path.dirname(os.path.abspath(__file__)); P1 = os.path.dirname(HERE)
paper1/analysis_tools/build_bler_sionna_ofdm.py,7,bare_filename,build_bler_sionna.py,"SAME framework as build_bler_sionna.py (Es/N0 axis, per-codeword-independent realisation, perfect CSI,"
paper1/analysis_tools/build_bler_sionna_ofdm.py,7,relpath_other,Es/N0,"SAME framework as build_bler_sionna.py (Es/N0 axis, per-codeword-independent realisation, perfect CSI,"
paper1/analysis_tools/build_bler_sionna_ofdm.py,10,relpath_other,training/deployment,"discussion, NOT the selector training/deployment sweeps; the 200-real protocol channel set stays"
paper1/analysis_tools/build_bler_sionna_ofdm.py,17,relpath_other,Es/N0,"average subcarrier power E[|H[k]|^2]=1, matching the flat-Rayleigh Es/N0 normalisation). Same"
paper1/analysis_tools/build_bler_sionna_ofdm.py,25,relpath_other,N0/,subcarrier gains = frequency diversity. Perfect per-subcarrier CSI (per-symbol effective N0 = N0/|H|^2).
paper1/analysis_tools/build_bler_sionna_ofdm.py,26,relpath_local,results/bler_sionna/bler_sionna_ofdm.csv,Output: results/bler_sionna/bler_sionna_ofdm.csv (channel='ofdm'); merged into bler_sionna.csv after review.
paper1/analysis_tools/build_bler_sionna_ofdm.py,26,bare_filename,bler_sionna.csv,Output: results/bler_sionna/bler_sionna_ofdm.csv (channel='ofdm'); merged into bler_sionna.csv after review.
paper1/analysis_tools/build_bler_sionna_ofdm.py,50,relpath_local,results/bler_sionna,"OUT = os.path.join(P1, ""results/bler_sionna"")"
paper1/analysis_tools/build_bler_sionna_ofdm.py,101,relpath_other,Es/N0,"print(f""  {m:3d}QAM ofdm Es/N0={esno:5.1f} BLER_cw={p:.3e} ({nerr}/{ncw}) """
paper1/analysis_tools/build_bler_sionna_ofdm.py,118,relpath_other,OFDM/TDL,"print(f""OFDM/TDL: N_SC={N_SC} SCS={SCS/1e3:.1f}kHz tau_rms={TAU_RMS*1e9:.0f}ns L={L_TAPS} """
paper1/analysis_tools/build_bler_sionna_ofdm.py,118,relpath_other,SCS/1e3,"print(f""OFDM/TDL: N_SC={N_SC} SCS={SCS/1e3:.1f}kHz tau_rms={TAU_RMS*1e9:.0f}ns L={L_TAPS} """
paper1/analysis_tools/build_bler_sionna_ofdm.py,126,bare_filename,bler_sionna_ofdm.csv,"df.to_csv(os.path.join(OUT, ""bler_sionna_ofdm.csv""), index=False)"
paper1/analysis_tools/build_bler_sionna_ofdm.py,127,bare_filename,bler_sionna_ofdm.csv,"print(""\nwrote"", os.path.join(OUT, ""bler_sionna_ofdm.csv""), df.shape, flush=True)"
paper1/analysis_tools/build_bler_sionna_ofdm.py,49,path_anchor,os.path.dirname,HERE = os.path.dirname(os.path.abspath(__file__)); P1 = os.path.dirname(HERE)
paper1/analysis_tools/build_ldpc_qam_bler_table.py,3,relpath_local,analysis_tools/ldpc_qam_physical_sanity_n1000_ebn0.py,simulator (analysis_tools/ldpc_qam_physical_sanity_n1000_ebn0.py).
paper1/analysis_tools/build_ldpc_qam_bler_table.py,6,relpath_other,rate-1/2,"where2comm link-erasure hook: rate-1/2 LDPC (N=1000) + 16/256QAM over AWGN, with"
paper1/analysis_tools/build_ldpc_qam_bler_table.py,6,relpath_other,16/256QAM,"where2comm link-erasure hook: rate-1/2 LDPC (N=1000) + 16/256QAM over AWGN, with"
paper1/analysis_tools/build_ldpc_qam_bler_table.py,7,relpath_other,Eb/N0,SNR treated as information-bit-normalized (Eb/N0). The simulation naturally
paper1/analysis_tools/build_ldpc_qam_bler_table.py,11,relpath_other,experiment_logs/importance_map_jscc/ldpc_qam_bler_table.csv,Output: experiment_logs/importance_map_jscc/ldpc_qam_bler_table.csv
paper1/analysis_tools/build_ldpc_qam_bler_table.py,29,relpath_other,experiment_logs/importance_map_jscc/,"parser.add_argument(""--out"", default=""experiment_logs/importance_map_jscc/"""
paper1/analysis_tools/build_ldpc_qam_bler_table.py,30,bare_filename,ldpc_qam_bler_table.csv,"""ldpc_qam_bler_table.csv"")"
paper1/analysis_tools/build_ldpc_qam_bler_table.py,21,local_import,ldpc_qam_physical_sanity_n1000_ebn0,from ldpc_qam_physical_sanity_n1000_ebn0 import simulate_ldpc_qam
paper1/analysis_tools/inference_subset.py,170,bare_filename,05d.png,"vis_save_path = os.path.join(vis_save_path, '%05d.png' % i)"
paper1/analysis_tools/ldpc_qam_physical_sanity_n1000_ebn0.py,93,relpath_other,rate-1/2,Systematic rate-1/2 LDPC-like sparse parity-check code:
paper1/analysis_tools/ldpc_qam_physical_sanity_n1000_ebn0.py,97,relpath_other,1/2,"K = 500, N = 1000, rate = 1/2."
paper1/analysis_tools/ldpc_qam_physical_sanity_n1000_ebn0.py,194,relpath_other,1/2,"# code_rate = 1/2, bits_per_symbol = log2(M_qam)."
paper1/analysis_tools/ldpc_qam_physical_sanity_n1000_ebn0.py,253,relpath_other,experiment_logs/importance_map_jscc/ldpc_qam_sanity_n1000_ebn0,"out_dir = Path(""experiment_logs/importance_map_jscc/ldpc_qam_sanity_n1000_ebn0"")"
paper1/analysis_tools/ldpc_qam_physical_sanity_n1000_ebn0.py,264,relpath_other,1/2,"print(f""[RUN] LDPC rate=1/2, N=1000, {qam}QAM, SNR={snr} dB"")"
paper1/analysis_tools/ldpc_qam_physical_sanity_n1000_ebn0.py,285,bare_filename,ldpc_qam_sanity_n1000_ebn0_summary.csv,"csv_path = out_dir / ""ldpc_qam_sanity_n1000_ebn0_summary.csv"""
paper1/analysis_tools/ldpc_qam_physical_sanity_n1000_ebn0.py,289,bare_filename,ldpc_qam_sanity_n1000_ebn0_summary.csv,"csv_path = out_dir / ""ldpc_qam_sanity_n1000_ebn0_summary.csv"""
paper1/analysis_tools/make_fig1_framework.py,31,relpath_other,experiment_logs/importance_map_jscc/paper_range_figures,"out_dir = Path(""experiment_logs/importance_map_jscc/paper_range_figures"")"
paper1/analysis_tools/make_fig1_framework.py,47,relpath_other,nAWGN/Rayleigh/OFDM,"box(ax, (7.9, 4.2), 1.7, 1.0, ""Channel\nAWGN/Rayleigh/OFDM"", ch)"
paper1/analysis_tools/make_fig1_framework.py,75,bare_filename,fig1_framework.png,"print(""[DONE] Fig.1 framework ->"", out_dir / ""fig1_framework.png"")"
paper1/analysis_tools/plot_bler_compare.py,11,relpath_local,results/ldpc_qam_bler_table.csv,"old = pd.read_csv(os.path.join(P1, 'results/ldpc_qam_bler_table.csv'))     # AWGN codeword, N=40"
paper1/analysis_tools/plot_bler_compare.py,12,relpath_local,results/bler_sionna/bler_sionna.csv,"new = pd.read_csv(os.path.join(P1, 'results/bler_sionna/bler_sionna.csv'))"
paper1/analysis_tools/plot_bler_compare.py,28,relpath_other,1/40,"ax.axhline(1/40, color='r', ls=':', lw=1.0, alpha=0.7)"
paper1/analysis_tools/plot_bler_compare.py,29,relpath_other,1/40,"ax.annotate('old 1/40 sampling floor', xy=(13, 1/40), xytext=(9, 0.09),"
paper1/analysis_tools/plot_bler_compare.py,29,relpath_other,1/40,"ax.annotate('old 1/40 sampling floor', xy=(13, 1/40), xytext=(9, 0.09),"
paper1/analysis_tools/plot_bler_compare.py,32,relpath_other,Es/N0,ax.set_xlabel('Es/N0 (dB)  [old table: its snr_db axis]')
paper1/analysis_tools/plot_bler_compare.py,37,relpath_local,results/bler_sionna/bler_old_vs_new,"fig.savefig(os.path.join(P1, 'results/bler_sionna/bler_old_vs_new.' + ext))"
paper1/analysis_tools/plot_bler_compare.py,38,relpath_local,results/bler_sionna/bler_old_vs_new,"print('wrote results/bler_sionna/bler_old_vs_new.{pdf,png,svg}')"
paper1/analysis_tools/plot_bler_compare.py,6,path_anchor,os.path.dirname,"import sys as _s; _s.path.insert(0, os.path.join(os.path.dirname(os.path.dirname(os.path.abspath(__file__))), 'code'))"
paper1/analysis_tools/plot_bler_compare.py,7,local_import,paper_style,import paper_style as PS; PS.apply()
paper1/analysis_tools/plot_bler_compare.py,10,path_anchor,os.path.dirname,P1 = os.path.dirname(os.path.dirname(os.path.abspath(__file__)))
paper1/analysis_tools/plot_paper_figures.py,5,relpath_other,identity/perfect-channel,line must come from a measured MAP-JSCC identity/perfect-channel CSV generated
paper1/analysis_tools/plot_paper_figures.py,75,relpath_other,identity/perfect-channel,"help=""measured MAP-JSCC identity/perfect-channel CSV from the same checkpoint/CR"")"
paper1/analysis_tools/plot_paper_figures.py,75,relpath_other,checkpoint/CR,"help=""measured MAP-JSCC identity/perfect-channel CSV from the same checkpoint/CR"")"
paper1/analysis_tools/plot_paper_figures.py,80,relpath_other,experiment_logs/importance_map_jscc/paper_range_figures,"p.add_argument(""--out"", default=""experiment_logs/importance_map_jscc/paper_range_figures"")"
paper1/analysis_tools/plot_paper_figures.py,124,bare_filename,_jscc_vs_separate.png,"print(""[DONE]"", out_dir / f""fig_{args.channel}_jscc_vs_separate.png"")"
paper1/analysis_tools/run_jscc_eval.py,4,relpath_other,model_dir/config.yaml,For each requested SNR it writes a temp model_dir/config.yaml (with the JSCC
paper1/analysis_tools/run_jscc_eval.py,5,relpath_other,importance_source/psm,"`channel_type` and `snr_db` set, importance_source/psm preserved), copies the"
paper1/analysis_tools/run_jscc_eval.py,6,bare_filename,net_epoch1.pth,"trained checkpoint as net_epoch1.pth, runs analysis_tools/inference_subset.py on"
paper1/analysis_tools/run_jscc_eval.py,6,relpath_local,analysis_tools/inference_subset.py,"trained checkpoint as net_epoch1.pth, runs analysis_tools/inference_subset.py on"
paper1/analysis_tools/run_jscc_eval.py,12,bare_filename,run_jscc_eval.py,python run_jscc_eval.py --config <awgn.yaml> --ckpt <stage2.pth> \
paper1/analysis_tools/run_jscc_eval.py,12,bare_filename,awgn.yaml,python run_jscc_eval.py --config <awgn.yaml> --ckpt <stage2.pth> \
paper1/analysis_tools/run_jscc_eval.py,12,bare_filename,stage2.pth,python run_jscc_eval.py --config <awgn.yaml> --ckpt <stage2.pth> \
paper1/analysis_tools/run_jscc_eval.py,16,bare_filename,run_jscc_eval.py,python run_jscc_eval.py --config <awgn.yaml> --ckpt <stage2.pth> \
paper1/analysis_tools/run_jscc_eval.py,16,bare_filename,awgn.yaml,python run_jscc_eval.py --config <awgn.yaml> --ckpt <stage2.pth> \
paper1/analysis_tools/run_jscc_eval.py,16,bare_filename,stage2.pth,python run_jscc_eval.py --config <awgn.yaml> --ckpt <stage2.pth> \
paper1/analysis_tools/run_jscc_eval.py,20,bare_filename,run_jscc_eval.py,python run_jscc_eval.py --config <awgn.yaml> --ckpt <stage2.pth> \
paper1/analysis_tools/run_jscc_eval.py,20,bare_filename,awgn.yaml,python run_jscc_eval.py --config <awgn.yaml> --ckpt <stage2.pth> \
paper1/analysis_tools/run_jscc_eval.py,20,bare_filename,stage2.pth,python run_jscc_eval.py --config <awgn.yaml> --ckpt <stage2.pth> \
paper1/analysis_tools/run_jscc_eval.py,59,bare_filename,config.yaml,"(model_dir / ""config.yaml"").write_text(update_config(config_text, channel, snr, cr))"
paper1/analysis_tools/run_jscc_eval.py,60,bare_filename,net_epoch1.pth,"shutil.copyfile(ckpt, model_dir / ""net_epoch1.pth"")"
paper1/analysis_tools/run_jscc_eval.py,63,relpath_local,analysis_tools/inference_subset.py,"cmd = [sys.executable, ""-u"", ""analysis_tools/inference_subset.py"","
paper1/analysis_tools/run_jscc_eval.py,105,relpath_local,opencood/logs/jscc_eval,"p.add_argument(""--model_root"", default=""opencood/logs/jscc_eval"")"
paper1/analysis_tools/run_jscc_eval.py,106,relpath_other,experiment_logs/importance_map_jscc/jscc_eval,"p.add_argument(""--out_root"", default=""experiment_logs/importance_map_jscc/jscc_eval"")"
paper1/analysis_tools/run_jscc_eval.py,117,bare_filename,_summary.csv,"summary = out_root / f""{args.tag}_summary.csv"""
paper1/analysis_tools/run_jscc_eval.py,121,bare_filename,args.ckpt,"rows.append(run_one(base_text, args.ckpt, args.channel, snr, args.tag,"
paper1/analysis_tools/run_separate_coding_sweep.py,12,bare_filename,run_separate_coding_sweep.py,python run_separate_coding_sweep.py \
paper1/analysis_tools/run_separate_coding_sweep.py,13,relpath_local,opencood/logs/point_pillar_where2comm_2026_05_20_16_39_22,--w2c_dir opencood/logs/point_pillar_where2comm_2026_05_20_16_39_22 \
paper1/analysis_tools/run_separate_coding_sweep.py,33,relpath_other,P1/P1,"# NOTE (P1/P1.5, 2026-08): consumes the DEPRECATED codeword-level ldpc_qam_bler_table.csv. The"
paper1/analysis_tools/run_separate_coding_sweep.py,33,bare_filename,ldpc_qam_bler_table.csv,"# NOTE (P1/P1.5, 2026-08): consumes the DEPRECATED codeword-level ldpc_qam_bler_table.csv. The"
paper1/analysis_tools/run_separate_coding_sweep.py,34,relpath_other,LDPC16/256,# committed ap_vs_snr LDPC16/256 summaries this fed were REMOVED in P1.5; P2 regenerates the AP-vs-SNR
paper1/analysis_tools/run_separate_coding_sweep.py,35,relpath_local,results/bler_sionna/bler_sionna.csv,# curves against results/bler_sionna/bler_sionna.csv. NOT repointed to bler_sionna here: incompatible
paper1/analysis_tools/run_separate_coding_sweep.py,36,relpath_other,Es/N0,"# schema (frame-level, multi-channel, Es/N0) would break this codeword-level loader."
paper1/analysis_tools/run_separate_coding_sweep.py,37,relpath_other,experiment_logs/importance_map_jscc/ldpc_qam_bler_table.csv,"BLER_CSV = str(Path(""experiment_logs/importance_map_jscc/ldpc_qam_bler_table.csv"").resolve())"
paper1/analysis_tools/run_separate_coding_sweep.py,55,bare_filename,config.yaml,"# Trained config.yaml carries numpy tags, so use the full Loader/Dumper"
paper1/analysis_tools/run_separate_coding_sweep.py,55,relpath_other,Loader/Dumper,"# Trained config.yaml carries numpy tags, so use the full Loader/Dumper"
paper1/analysis_tools/run_separate_coding_sweep.py,63,bare_filename,config.yaml,"(model_dir / ""config.yaml"").write_text(yaml.dump(cfg, sort_keys=False))"
paper1/analysis_tools/run_separate_coding_sweep.py,64,bare_filename,net_epoch1.pth,"shutil.copyfile(ckpt, model_dir / ""net_epoch1.pth"")"
paper1/analysis_tools/run_separate_coding_sweep.py,67,relpath_local,analysis_tools/inference_subset.py,"cmd = [sys.executable, ""-u"", ""analysis_tools/inference_subset.py"","
paper1/analysis_tools/run_separate_coding_sweep.py,100,relpath_local,opencood/logs/separate_coding_eval,"p.add_argument(""--model_root"", default=""opencood/logs/separate_coding_eval"")"
paper1/analysis_tools/run_separate_coding_sweep.py,101,relpath_other,experiment_logs/importance_map_jscc/separate_coding_eval,"p.add_argument(""--out_root"", default=""experiment_logs/importance_map_jscc/separate_coding_eval"")"
paper1/analysis_tools/run_separate_coding_sweep.py,104,bare_filename,config.yaml,"base_cfg = (Path(args.w2c_dir) / ""config.yaml"").read_text()"
paper1/analysis_tools/run_separate_coding_sweep.py,109,bare_filename,_summary.csv,"summary = out_root / f""{args.tag}_summary.csv"""
paper1/analysis_tools/stage1_pretrain_jscc_reconstruction_sttopk.py,56,relpath_local,opencood/hypes_yaml/point_pillar_importance_map_jscc_awgn.yaml,"default=""opencood/hypes_yaml/point_pillar_importance_map_jscc_awgn.yaml"""
paper1/analysis_tools/stage1_pretrain_jscc_reconstruction_sttopk.py,60,relpath_local,opencood/logs/point_pillar_where2comm_2026_05_20_16_39_22/net_epoch50.pth,"default=""opencood/logs/point_pillar_where2comm_2026_05_20_16_39_22/net_epoch50.pth"""
paper1/analysis_tools/stage1_pretrain_jscc_reconstruction_sttopk.py,64,relpath_other,experiment_logs/importance_map_jscc/stage1_rec_pretrain_sttopk_snr10,"default=""experiment_logs/importance_map_jscc/stage1_rec_pretrain_sttopk_snr10"""
paper1/analysis_tools/stage1_pretrain_jscc_reconstruction_sttopk.py,117,bare_filename,stage1_rec_sttopk_log.csv,"log_path = os.path.join(out_dir, ""stage1_rec_sttopk_log.csv"")"
paper1/analysis_tools/stage1_pretrain_jscc_reconstruction_sttopk.py,172,bare_filename,steps.pth,"ckpt_path = os.path.join(out_dir, f""stage1_rec_sttopk_{max_steps}steps.pth"")"
paper1/analysis_tools/stage2_whole_network_map_jscc.py,46,relpath_local,opencood/hypes_yaml/point_pillar_importance_map_jscc_awgn.yaml,"default=""opencood/hypes_yaml/point_pillar_importance_map_jscc_awgn.yaml"""
