file,verdict,disposition,new_path,named_by
paper1/results/p2_dataprep/FROZEN_MANIFEST.json,ALIVE,MOVE,results/manifests/FROZEN_MANIFEST.json,paper1/PROTOCOL.md;paper1/REPRODUCE.md;paper1/code/p2_dataprep/anomaly_check.py
paper1/results/p2_dataprep/PROVENANCE_grid.txt,ALIVE,MOVE,results/provenance/PROVENANCE_grid.txt,paper1/code/p2_dataprep/expand_grid_clean.py
paper1/results/p2_dataprep/PROVENANCE_grid_culver.txt,ALIVE,MOVE,results/provenance/PROVENANCE_grid_culver.txt,paper1/code/p2_dataprep/expand_grid_clean.py
paper1/results/p2_dataprep/PROVENANCE_grid_test.txt,ALIVE,MOVE,results/provenance/PROVENANCE_grid_test.txt,paper1/code/p2_dataprep/expand_grid_clean.py
paper1/results/p2_dataprep/PROVENANCE_train.txt,ALIVE,MOVE,results/provenance/PROVENANCE_train.txt,paper1/code/p2_dataprep/train_p2_loso.py
paper1/results/p2_dataprep/candidate_walk_B010.csv,ALIVE,MOVE,results/manifests/candidate_walk_candidate_walk_B010.csv,paper1/code/p2_dataprep/check_leakage.py;paper1/code/p2_dataprep/train_p2_loso.py
paper1/results/p2_dataprep/candidate_walk_B020.csv,ALIVE,MOVE,results/manifests/candidate_walk_candidate_walk_B020.csv,paper1/code/p2_dataprep/check_leakage.py;paper1/code/p2_dataprep/train_p2_loso.py
paper1/results/p2_dataprep/candidate_walk_B030.csv,ALIVE,MOVE,results/manifests/candidate_walk_candidate_walk_B030.csv,paper1/code/p2_dataprep/check_leakage.py;paper1/code/p2_dataprep/train_p2_loso.py
paper1/results/p2_dataprep/scene_manifest_validate.csv,ALIVE,MOVE,results/manifests/scene_manifest_validate.csv,paper1/code/p2_dataprep/check_leakage.py;paper1/code/p2_dataprep/export_scene_manifest.py
paper1/results/p2_dataprep/validate_loso_folds.csv,ALIVE,MOVE,results/manifests/validate_loso_folds.csv,paper1/PROTOCOL.md;paper1/REPRODUCE.md;paper1/code/p2_dataprep/check_leakage.py
paper1/results/p2_deploy/PROVENANCE_ap.txt,ALIVE,MOVE,results/provenance/PROVENANCE_ap.txt,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p2_ap.py
paper1/results/p2_deploy/PROVENANCE_deploy.txt,ALIVE,MOVE,results/provenance/PROVENANCE_deploy.txt,paper1/code/p2_dataprep/eval_p2_deploy.py
paper1/results/p2_deploy/PROVENANCE_r10c.txt,ALIVE,MOVE,results/provenance/PROVENANCE_r10c.txt,paper1/PROTOCOL.md;paper1/code/p2_dataprep/make_r10_report.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/R10_REPORT.md,ALIVE,MOVE,results/provenance/R10_REPORT.md,paper1/PROTOCOL.md;paper1/code/p2_dataprep/make_r10_report.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/anomaly_report.txt,ALIVE,MOVE,results/provenance/anomaly_report.txt,paper1/PROTOCOL.md;paper1/code/p2_dataprep/anomaly_check.py;paper1/code/p2_dataprep/eval_p2_deploy.py
paper1/results/p2_deploy/headline_action_dist.csv,ALIVE,MOVE,results/main/action_distribution.csv,paper1/code/p2_dataprep/anomaly_check.py;paper1/code/p2_dataprep/eval_p2_deploy.py
paper1/results/p2_deploy/perclass_ELF.csv,ALIVE,MOVE,results/main/perclass_ELF.csv,paper1/code/p2_dataprep/eval_p2_deploy.py
paper1/results/p2_deploy/r10c_decision_log_culver_B010.csv,ALIVE,MOVE,results/main/r10c_decision_log_culver_B010.csv,paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_decision_log_culver_B020.csv,ALIVE,MOVE,results/main/r10c_decision_log_culver_B020.csv,paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_decision_log_culver_B030.csv,ALIVE,MOVE,results/main/r10c_decision_log_culver_B030.csv,paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_decision_log_test_B010.csv,ALIVE,MOVE,results/main/r10c_decision_log_test_B010.csv,paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_decision_log_test_B020.csv,ALIVE,MOVE,results/main/r10c_decision_log_test_B020.csv,paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_decision_log_test_B030.csv,ALIVE,MOVE,results/main/r10c_decision_log_test_B030.csv,paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_decision_log_validate_B010.csv,ALIVE,MOVE,results/main/r10c_decision_log_validate_B010.csv,paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_decision_log_validate_B020.csv,ALIVE,MOVE,results/main/r10c_decision_log_validate_B020.csv,paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_decision_log_validate_B030.csv,ALIVE,MOVE,results/main/r10c_decision_log_validate_B030.csv,paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_missed_e_cost.csv,ALIVE,MOVE,results/main/r10c_missed_e_cost.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/make_r10_report.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_vs_oracle_account.csv,ALIVE,MOVE,results/main/r10c_vs_oracle_account.csv,paper1/code/p2_dataprep/make_r10_report.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r10c_vs_tau_account.csv,ALIVE,MOVE,results/main/r10c_vs_tau_account.csv,paper1/code/p2_dataprep/make_r10_report.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/r9_decision.csv,ALIVE,MOVE,results/main/r9_decision.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p2_ap.py;paper1/code/p2_dataprep/eval_p2_deploy.py
paper1/results/p2_deploy/r9_result_claims.md,ALIVE,MOVE,results/provenance/r9_result_claims.md,paper1/PROTOCOL.md;paper1/code/p2_dataprep/make_r10_report.py
paper1/results/p2_deploy/replay_culver_B010.csv,ALIVE,MOVE,results/main/replay_culver_B010.csv,paper1/code/p2_dataprep/eval_p2_deploy.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/replay_culver_B020.csv,ALIVE,MOVE,results/main/replay_culver_B020.csv,paper1/code/p2_dataprep/eval_p2_deploy.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/replay_culver_B030.csv,ALIVE,MOVE,results/main/replay_culver_B030.csv,paper1/code/p2_dataprep/eval_p2_deploy.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/replay_summary.csv,ALIVE,MOVE,results/main/replay_summary.csv,paper1/CLAIMS.md;paper1/PROTOCOL.md;paper1/code/p2_dataprep/anomaly_check.py
paper1/results/p2_deploy/replay_test_B010.csv,ALIVE,MOVE,results/main/replay_test_B010.csv,paper1/code/p2_dataprep/eval_p2_deploy.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/replay_test_B020.csv,ALIVE,MOVE,results/main/replay_test_B020.csv,paper1/code/p2_dataprep/eval_p2_deploy.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/replay_test_B030.csv,ALIVE,MOVE,results/main/replay_test_B030.csv,paper1/code/p2_dataprep/eval_p2_deploy.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/replay_validate_B010.csv,ALIVE,MOVE,results/main/replay_validate_B010.csv,paper1/code/p2_dataprep/eval_p2_deploy.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/replay_validate_B020.csv,ALIVE,MOVE,results/main/replay_validate_B020.csv,paper1/code/p2_dataprep/eval_p2_deploy.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/replay_validate_B030.csv,ALIVE,MOVE,results/main/replay_validate_B030.csv,paper1/code/p2_dataprep/eval_p2_deploy.py;paper1/code/p2_dataprep/r10c_diagnostic.py
paper1/results/p2_deploy/true_e2e_ap.csv,ALIVE,MOVE,results/main/true_e2e_ap.csv,paper1/CLAIMS.md;paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p2_ap.py
paper1/results/p2_latency/PROVENANCE_latency.txt,ALIVE,MOVE,results/provenance/PROVENANCE_latency.txt,paper1/code/rf_latency_benchmark.py
paper1/results/p2_latency/e2e_timing.csv,ALIVE,MOVE,results/latency/system_timing.csv,paper1/PROTOCOL.md;paper1/code/rf_latency_benchmark.py
paper1/results/p2_latency/latency_frozen.csv,ALIVE,MOVE,results/latency/selector_latency.csv,paper1/CLAIMS.md;paper1/PROTOCOL.md;paper1/code/rf_latency_benchmark.py
paper1/results/p3_sensitivity/PROVENANCE_p3.txt,ALIVE,MOVE,results/provenance/PROVENANCE_p3.txt,paper1/code/p2_dataprep/eval_p3_sensitivity.py
paper1/results/p3_sensitivity/item1_channel_ratio.csv,ALIVE,MOVE,results/sensitivity/channel_ratio.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p3_sensitivity.py
paper1/results/p3_sensitivity/item2_nonuniform_snr.csv,ALIVE,MOVE,results/sensitivity/nonuniform_snr.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p3_sensitivity.py
paper1/results/p3_sensitivity/item3_misclass_flip.csv,ALIVE,MOVE,results/sensitivity/channel_misclassification.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p3_sensitivity.py
paper1/results/p3_sensitivity/item3_variants.csv,ALIVE,MOVE,results/sensitivity/item3_variants.csv,paper1/PROTOCOL.md
paper1/results/p3_sensitivity/item4_bler_L.csv,ALIVE,MOVE,results/sensitivity/object_message_bler.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p3_sensitivity.py
paper1/results/p3_sensitivity/item5_rician.csv,ALIVE,MOVE,results/sensitivity/rician_proxy.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p3_sensitivity.py
paper1/results/p3_sensitivity/item5c_rician_by_snr.csv,ALIVE,MOVE,results/sensitivity/item5c_rician_by_snr.csv,paper1/PROTOCOL.md
paper1/results/p3_sensitivity/item5c_rician_rayleigh0.csv,ALIVE,MOVE,results/sensitivity/item5c_rician_rayleigh0.csv,paper1/PROTOCOL.md
paper1/results/p3_sensitivity/p3_baseline_sanity.csv,ALIVE,MOVE,results/sensitivity/baseline_sanity.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p3_sensitivity.py
paper1/results/p4a/P4A_MANIFEST.json,ALIVE,MOVE,results/manifests/P4A_MANIFEST.json,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p4a_deploy.py;paper1/code/p2_dataprep/train_p4a_bandit.py
paper1/results/p4a/PROVENANCE_p4a.txt,ALIVE,MOVE,results/provenance/PROVENANCE_p4a.txt,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_loso_oof.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_loso_oof.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/train_p4a_bandit.py
paper1/results/p4a/p4a_replay_culver_B010.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_replay_culver_B010.csv,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_replay_culver_B020.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_replay_culver_B020.csv,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_replay_culver_B030.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_replay_culver_B030.csv,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_replay_test_B010.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_replay_test_B010.csv,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_replay_test_B020.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_replay_test_B020.csv,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_replay_test_B030.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_replay_test_B030.csv,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_replay_validate_B010.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_replay_validate_B010.csv,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_replay_validate_B020.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_replay_validate_B020.csv,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_replay_validate_B030.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_replay_validate_B030.csv,paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_summary.csv,ALIVE,MOVE,results/baselines/contextual_bandit.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/eval_p4a_deploy.py
paper1/results/p4a/p4a_walk.csv,ALIVE,MOVE,results/baselines/contextual_bandit/p4a_walk.csv,paper1/PROTOCOL.md;paper1/code/p2_dataprep/train_p4a_bandit.py
paper1/results/policy/PROVENANCE.txt,ALIVE,MOVE,results/provenance/PROVENANCE.txt,paper1/README.md;paper1/code/plot_pareto_payload.py;paper1/code/recompute_policy_200seed.py
paper1/results/policy/STEP5_NOTES.md,KEEP-P5,MOVE,results/provenance/STEP5_NOTES.md,
paper1/results/policy/action_dist_20dB.csv,ALIVE,MOVE,results/main/action_dist_20dB.csv,paper1/code/recompute_policy_200seed.py
paper1/results/policy/c256_frontier_band.csv,ALIVE,MOVE,results/main/c256_frontier_band.csv,paper1/code/recompute_policy_200seed.py
paper1/results/policy/frontier_culver.csv,ALIVE,MOVE,results/main/frontier_culver.csv,paper1/code/extra_experiments/a1_pareto.py;paper1/code/recompute_policy_200seed.py
paper1/results/policy/frontier_test.csv,ALIVE,MOVE,results/main/frontier_test.csv,paper1/code/extra_experiments/a1_pareto.py;paper1/code/recompute_policy_200seed.py
paper1/results/policy/frontier_validate.csv,ALIVE,MOVE,results/main/frontier_validate.csv,paper1/code/extra_experiments/a1_pareto.py;paper1/code/recompute_policy_200seed.py
paper1/results/policy/generalisation_culver.csv,ALIVE,MOVE,results/main/generalisation_culver.csv,paper1/code/recompute_policy_200seed.py
paper1/results/policy/generalisation_test.csv,ALIVE,MOVE,results/main/generalisation_test.csv,paper1/code/recompute_policy_200seed.py
paper1/results/policy/generalisation_validate.csv,ALIVE,MOVE,results/main/generalisation_validate.csv,paper1/code/recompute_policy_200seed.py
paper1/results/policy/pareto_points.csv,ALIVE,MOVE,results/main/pareto_points.csv,paper1/README.md;paper1/REPRODUCE.md;paper1/code/extra_experiments/a1_pareto.py
paper1/results/policy/threshold_sweep_culver.csv,ALIVE,MOVE,results/main/threshold_sweep_culver.csv,paper1/code/recompute_policy_200seed.py
paper1/results/policy/threshold_sweep_test.csv,ALIVE,MOVE,results/main/threshold_sweep_test.csv,paper1/code/recompute_policy_200seed.py
paper1/results/policy/threshold_sweep_validate.csv,ALIVE,MOVE,results/main/threshold_sweep_validate.csv,paper1/code/recompute_policy_200seed.py
paper1/results/policy/threshold_vs_rf.csv,ALIVE,MOVE,results/main/threshold_vs_rf.csv,paper1/CLAIMS.md;paper1/PROTOCOL.md;paper1/REPRODUCE.md
paper1/results/robustness_csi_aging.csv,ALIVE,MOVE,results/sensitivity/robustness_csi_aging.csv,paper1/README.md
paper1/results/robustness_csi_noise.csv,ALIVE,MOVE,results/sensitivity/robustness_csi_noise.csv,paper1/README.md
paper1/results/robustness_request_delay.csv,ALIVE,MOVE,results/sensitivity/robustness_request_delay.csv,paper1/README.md
paper1/results/scene_subsets.csv,ALIVE,MOVE,results/sensitivity/scene_subsets.csv,paper1/README.md
paper1/results/snr_threshold.csv,ALIVE,MOVE,results/sensitivity/snr_threshold.csv,paper1/README.md
paper1/results/step4_PROVENANCE.txt,KEEP-P5,MOVE,results/provenance/step4_PROVENANCE.txt,
paper1/results/step4_collaboration_harm.csv,KEEP-P5,MOVE,results/main/step4_collaboration_harm.csv,
paper1/results/step4_oracle_action_dist.csv,ALIVE,MOVE,results/main/step4_oracle_action_dist.csv,paper1/REPRODUCE.md;paper1/code/snr_decision_plot.py
paper1/results/step4_rf_class_report.csv,ALIVE,MOVE,results/main/step4_rf_class_report.csv,paper1/code/train_rf.py
paper1/results/step4_rf_modes.csv,ALIVE,MOVE,results/main/step4_rf_modes.csv,paper1/code/train_rf.py
paper1/results/step4_rf_train_meta.json,ALIVE,MOVE,results/main/step4_rf_train_meta.json,paper1/code/train_rf.py
paper1/results/true_e2e_global_culver.csv,ALIVE,MOVE,results/main/true_e2e_global_culver.csv,paper1/CLAIMS.md
paper1/results/true_e2e_global_test.csv,KEEP-P5,MOVE,results/main/true_e2e_global_test.csv,
paper1/results/true_e2e_global_validate.csv,ALIVE,MOVE,results/main/true_e2e_global_validate.csv,paper1/CLAIMS.md;paper1/REPRODUCE.md;paper1/code/plot_ap_snr.py
paper1/results/where2comm_ap.csv,ALIVE,MOVE,results/baselines/where2comm.csv,paper1/README.md;paper1/REPRODUCE.md;paper1/code/where2comm_compare.py
paper1/results/where2comm_ap_PROVENANCE.txt,ALIVE,MOVE,results/provenance/where2comm_ap_PROVENANCE.txt,paper1/REPRODUCE.md;paper1/code/where2comm_compare.py
paper1/scomcp_reproduction/README.md,ALIVE,MOVE,baselines/scomcp/README.md,paper1/code/plot_pareto_payload.py
paper1/scomcp_reproduction/configs/scomcp_stage1_selector.yaml,KEEP-P5,MOVE,baselines/scomcp/configs/scomcp_stage1_selector.yaml,
paper1/scomcp_reproduction/configs/scomcp_stage2_codec.yaml,KEEP-P5,MOVE,baselines/scomcp/configs/scomcp_stage2_codec.yaml,
paper1/scomcp_reproduction/configs/scomcp_stage3_joint.yaml,KEEP-P5,MOVE,baselines/scomcp/configs/scomcp_stage3_joint.yaml,
paper1/scomcp_reproduction/diagnose_selector.py,KEEP-P5,MOVE,baselines/scomcp/diagnose_selector.py,
paper1/scomcp_reproduction/eval_sweep_scomcp.py,KEEP-P5,MOVE,baselines/scomcp/eval_sweep_scomcp.py,
paper1/scomcp_reproduction/plot_figures.py,KEEP-P5,MOVE,baselines/scomcp/plot_figures.py,
paper1/scomcp_reproduction/run_scomcp.sh,KEEP-P5,MOVE,baselines/scomcp/run_scomcp.sh,
paper1/scomcp_reproduction/run_smoke.py,KEEP-P5,MOVE,baselines/scomcp/run_smoke.py,
paper1/scomcp_reproduction/smoke_test.py,KEEP-P5,MOVE,baselines/scomcp/smoke_test.py,
paper1/scomcp_reproduction/train_scomcp.py,KEEP-P5,MOVE,baselines/scomcp/train_scomcp.py,
paper2/README.md,ALIVE,UNTOUCHED,paper2/README.md,paper1/code/plot_pareto_payload.py
paper3/README.md,ALIVE,UNTOUCHED,paper3/README.md,paper1/code/plot_pareto_payload.py
